text,sentiment,text_length,clean_text
@sickforcute It's easy to forget so thank you for the reminder. ,positive,64,its easy to forget so thank you for the reminder
"@awwlehber: if it helps, I'll stop bothering you!  EDUCATION ARRIVES FIRST.  ",positive,77,if it helps ill stop bothering you education arrives first
@lisam75 yeah I reckon he will like it. tbh i reckon he'd probably kick ass in the scrums so i may push for that  lol,positive,117,yeah i reckon he will like it tbh i reckon hed probably kick ass in the scrums so i may push for that lol
Yay  everyone should watch fighting spiders  damn nice and entertaining  - http://tweet.sg,positive,90,yay everyone should watch fighting spiders damn nice and entertaining
Come in France  pleaseee ! #FrenchMcflyTeam Love McFly ,positive,55,come in france pleaseee frenchmcflyteam love mcfly
just got back home and is excited ,positive,34,just got back home and is excited
still in jammies ,positive,17,still in jammies
@guitarplyr  Will you get a new one by Carnage time?,negative,52,will you get a new one by carnage time
@alannahclaire my your rather random. ,positive,38,my your rather random
mikeys friend thats been staying with us brought home some random girl. i like her i think  been filling out job apps since about 2 a.m,positive,135,mikeys friend thats been staying with us brought home some random girl i like her i think been filling out job apps since about am
just picked up Escala's album and Funhouse by P!nk at Tesco       @unsolvable yes I saw you XD,positive,94,just picked up escalas album and funhouse by pnk at tesco yes i saw you xd
"@Dizsiz Awesome! You guys were amazing, one of the best productions I've ever seen. ",positive,84,awesome you guys were amazing one of the best productions ive ever seen
But thank goodness for T.F.Y.B.!!! ,positive,35,but thank goodness for tfyb
Going to the dentist ,negative,21,going to the dentist
My phone just deleted all my contacts!!! ,negative,41,my phone just deleted all my contacts
@Agent_M D3 is a game I am looking forward too. Got my B.net account all ready for it too. I'm just going to miss the necromancer ,negative,130,d is a game i am looking forward too got my bnet account all ready for it too im just going to miss the necromancer
Twitter is sooo quiet today ,negative,28,twitter is sooo quiet today
@crystalchappell You're awesome! This is the best pod ever ,positive,59,youre awesome this is the best pod ever
is playing guitar ,positive,18,is playing guitar
@Deathnerd haha I'm starting to think Wayne's World stole that from them. ,positive,74,haha im starting to think waynes world stole that from them
"@IamMaxatHotSpot No not yet. She is still climbing the ladder of fame. Soon tho everyone will know her, everyone in the world! ",positive,127,no not yet she is still climbing the ladder of fame soon tho everyone will know her everyone in the world
@KcMX Congratulations  New employer or new position?,positive,52,congratulations new employer or new position
Super happy. Time for bed. ,positive,27,super happy time for bed
Do you Bilp?  its not as nasty as it sounds  listen to what i listen to at http://blip.fm/profile/NH_Jay,positive,104,do you bilp its not as nasty as it sounds listen to what i listen to at
@sandietorres it's funny and cute all at the same time ,positive,55,its funny and cute all at the same time
My shins hurt   Outdoor running in Phoenix w/@misskeribaby and @missoph got me screwed up!!,negative,91,my shins hurt outdoor running in phoenix w and got me screwed up
"lol a frong in her throat, nick is so cute! ahh! got to love him ",positive,65,lol a frong in her throat nick is so cute ahh got to love him
@marcthom Hii. I was such a dumbass today I left my house key inside  Cue me driving 20 mins out west to borrow flatmate's key as he's out,negative,138,hii i was such a dumbass today i left my house key inside cue me driving mins out west to borrow flatmates key as hes out
@laura4744 ...so much for your cross county trip! ,negative,50,so much for your cross county trip
@totoro226 'work' meaning it was a lot of work to see everything there. Noon-8:30! Sorry for the ambiguity. Vacay in paradise ends tmw ,negative,135,work meaning it was a lot of work to see everything there noon sorry for the ambiguity vacay in paradise ends tmw
@justkhyi  okay khyi lets start being nice right now!,positive,53,okay khyi lets start being nice right now
is just generally being vair happy  (Y),positive,39,is just generally being vair happy y
I wish I could talk English anytime. ,negative,37,i wish i could talk english anytime
@marcdavies I hate cold too ,negative,28,i hate cold too
bought 2 dresses and 2 tees at cotton on yesterday. gorgeous! can't wait to wear them ,positive,86,bought dresses and tees at cotton on yesterday gorgeous cant wait to wear them
At home with the new addition today ,positive,36,at home with the new addition today
"Argh, I am going to the dentist tomorrow  not fair, nothing is wrong with my teeth (I don't hope there is)",negative,106,argh i am going to the dentist tomorrow not fair nothing is wrong with my teeth i dont hope there is
@SeriousBlak when you black out it could be a lack of electrolytes drink salt water with lemon or gatorade and properly hydrate n shit ,positive,135,when you black out it could be a lack of electrolytes drink salt water with lemon or gatorade and properly hydrate n shit
@mrmarquez Slacking off - ur doin it rite ,positive,42,slacking off ur doin it rite
Trying to sleep early.  Afternoon naps don't help.,negative,50,trying to sleep early afternoon naps dont help
@Adam1021 You're mean ,negative,22,youre mean
its about 4:25ish in the morning.. not really tired but i probably should go to sleep anyway.. nightnight ,positive,106,its about ish in the morning not really tired but i probably should go to sleep anyway nightnight
@dannywood OMG!  I am like six hours from you guys down here in Adams County  That's ok!  I see you guys in four days in Cincinnati YES!!!,negative,138,omg i am like six hours from you guys down here in adams county thats ok i see you guys in four days in cincinnati yes
I missed the review classes today! haha.. and that's super fine with me ,positive,72,i missed the review classes today haha and thats super fine with me
"@RichOffCouture look @ u, taking the easy way out :giggle: my nails don't evennnn respond to that anymore LOL ",negative,110,look u taking the easy way out giggle my nails dont evennnn respond to that anymore lol
Hoping it's going to stay dry for @foodsafariuk foraging event at 11 today. Looking forward to it ,positive,98,hoping its going to stay dry for foraging event at today looking forward to it
@TwitterFon keeps crashing ,negative,27,keeps crashing
My dog thought the glass door was open and tried to run outside.  he slammed into it and fell down. Lol poor guy. P.S. He's okay!,negative,129,my dog thought the glass door was open and tried to run outside he slammed into it and fell down lol poor guy ps hes okay
@DaOriginalRage u givn me sexiii in ur icon. Yesss boo. ,positive,56,u givn me sexiii in ur icon yesss boo
@BennyDavro LOL it's not over yet!! once this ends there's a 48 hour vote-off for the top 100!!!!! LMAO ,positive,104,lol its not over yet once this ends theres a hour voteoff for the top lmao
@iFallMute in other news ive had a late night brainwave with what to do at NIN meet. drummer dual with Ilan ,positive,108,in other news ive had a late night brainwave with what to do at nin meet drummer dual with ilan
On my way to work! I can't believe its my brothers graduation today ! Happy and sad ,negative,84,on my way to work i cant believe its my brothers graduation today happy and sad
@almacy no access of PRWeek article w/o subscription to PRWeek ,negative,63,no access of prweek article wo subscription to prweek
"@Clumsyxheart hey, how're you?  tc x",positive,36,hey howre you tc x
The tweenbots experiment shows how nice we can all be to robots   http://www.tweenbots.com/,positive,91,the tweenbots experiment shows how nice we can all be to robots
"One day, I'm going to finish the Sunday crossword.  But not today.   ",negative,69,one day im going to finish the sunday crossword but not today
@jackievny Thanks on the site  We're doing a sprint in Ridgefield CT. And I'm psyched to see you at Tupper!,positive,107,thanks on the site were doing a sprint in ridgefield ct and im psyched to see you at tupper
just received my Cotton Dress by mail ,positive,38,just received my cotton dress by mail
Ambienteer server problems ongoing.  I think a new host is required. Wordpress has been hacked repeatedly by .cn domains  - Fixing ASAP.,negative,136,ambienteer server problems ongoing i think a new host is required wordpress has been hacked repeatedly by cn domains fixing asap
