text,sentiment,text_length,clean_text
yay im on my internet was down yesterday  But now im on ,negative,56,yay im on my internet was down yesterday but now im on
@stevehills havent got a chance to connect to laptop..have visitors..will check in abit. Looks like you are having fun ,positive,119,havent got a chance to connect to laptophave visitorswill check in abit looks like you are having fun
"oh man, green iced tea from tim hortons is heavenly.  walmart trips at 5 am are stellar too.  ",positive,94,oh man green iced tea from tim hortons is heavenly walmart trips at am are stellar too
@cholebosser i woke up @ 12. felt so delish to sleep in past 5am! yeee gurr! have fun servin bottles 2nyt while i pop bottles  mezu,negative,131,i woke up felt so delish to sleep in past am yeee gurr have fun servin bottles nyt while i pop bottles mezu
I am the rhtymn police and I will arrest anyone dancing off beat 2day ,positive,70,i am the rhtymn police and i will arrest anyone dancing off beat day
@kaylacollins i kno  you shoulda told me you was goin silly face,negative,64,i kno you shoulda told me you was goin silly face
@missjeffreestar Get better soon  . Come to Australia after the warped tour,positive,75,get better soon come to australia after the warped tour
@belle0629 nooooo  lol. I even offered to pay!,negative,46,nooooo lol i even offered to pay
"@googlevoice once again, I didn't receive any invitation from you. ",negative,67,once again i didnt receive any invitation from you
@princessma103 http://twitpic.com/6icyv - Aww she is adorable! Mama looks so good!! All shaved up ,positive,98,aww she is adorable mama looks so good all shaved up
"on him, watching him go. &lt;333 It's so cute. Getting out my camera for this, it's adorable.  /fishfagging",negative,107,on him watching him go lt its so cute getting out my camera for this its adorable fishfagging
kina grannis writing me back on here totally just made my day lol ,positive,66,kina grannis writing me back on here totally just made my day lol
I MISS YOU ELLEN......... ,negative,26,i miss you ellen
is on his macbook  finally it's arrived haha,positive,44,is on his macbook finally its arrived haha
@Sandyonminezz LOL. I've been with John for over 2 years now. He's AH-Mazing ,positive,77,lol ive been with john for over years now hes ahmazing
At the snowball stand. Getting a rainbow snowball. ,positive,51,at the snowball stand getting a rainbow snowball
We have no eggs ,negative,16,we have no eggs
"Got To My 100 Followers  Thanks People.....Next Milestone Is 500 Followers, Lets Make It Happen",positive,95,got to my followers thanks peoplenext milestone is followers lets make it happen
@gfalcone601 Here itï¿½s not even morning and I didnï¿½t sleep!  Morning!,positive,73,here its not even morning and i didnt sleep morning
@lexiibettinger Aw I'll cross my fingers for you! ,positive,50,aw ill cross my fingers for you
Grandpa + 88 years old + fall = broken leg. Not good. ,negative,54,grandpa years old fall broken leg not good
"officially 20 . Now I can't wait to know about the news . Wonder if it'll be a good or bad ones , and I wonder what is it about  ..3 days.",negative,138,officially now i cant wait to know about the news wonder if itll be a good or bad ones and i wonder what is it about days
Enjoying the last of my day off....have to work for the next 5 days in the row ,negative,79,enjoying the last of my day offhave to work for the next days in the row
Why is it that nice girls always get the shaft? So sick of it. Done. ,negative,69,why is it that nice girls always get the shaft so sick of it done
"Hey scott, its been awhile since you been in Shelby county, how you been? and yes its the same ashli you met with Rick, and Mick ",positive,129,hey scott its been awhile since you been in shelby county how you been and yes its the same ashli you met with rick and mick
"@honeyb1104 SLIPPING!  Ok, so I have no idea.  It's just auditions, though.  I DVR'd, but didn't watch, yet! ",negative,109,slipping ok so i have no idea its just auditions though i dvrd but didnt watch yet
im reallly bored ,negative,17,im reallly bored
"Getting bed early for once long day tomorrow. Gym early, then LA.. Not for the laker parade though..Traffic is gonnna be epic ",negative,126,getting bed early for once long day tomorrow gym early then la not for the laker parade thoughtraffic is gonnna be epic
@Chrishell7 LOL thats sooooo funny!!  Bet you love it!!,positive,55,lol thats sooooo funny bet you love it
I lost every phone number in my contacts ,negative,41,i lost every phone number in my contacts
getting ready to go to the beach! yay ,positive,38,getting ready to go to the beach yay
Good morning! ,positive,14,good morning
 had to take out her belly button piercing cuz the guy said it was migrating ! Its all good tho cuz I'd rather take it out then have i ...,negative,138,had to take out her belly button piercing cuz the guy said it was migrating its all good tho cuz id rather take it out then have i
@SamanthaJo thanks! it's also my fb profile pic haha ,positive,53,thanks its also my fb profile pic haha
@Agent_M I find most of my .gifs over at ONTD but these are great too! Thanks for sharing! ,positive,91,i find most of my gifs over at ontd but these are great too thanks for sharing
"Just me and my daughter today, (and hubby who is working from home)....boys back at school and the house seems to be relaxing lol ",positive,130,just me and my daughter today and hubby who is working from homeboys back at school and the house seems to be relaxing lol
@Lauren_lolly_ The cat seems to think so. ,positive,42,the cat seems to think so
@CarolinaSunrise mmkay?  ugh - I have to get up at 8 tomorrow.  ,negative,64,mmkay ugh i have to get up at tomorrow
"@Hetty4Christ And me you, my friend ",positive,36,and me you my friend
@brandyinboise How did you swing those? We didn't get that close. ,negative,66,how did you swing those we didnt get that close
@youtah pics will come later  BTW - great fireworks last night!,positive,63,pics will come later btw great fireworks last night
I'm going shopping with my mommy  Yay! Time to spend!,positive,53,im going shopping with my mommy yay time to spend
"Wa kena tipu, hubby said seminar one hour but its 3 hours liao and belum kluar..  hahaha",negative,88,wa kena tipu hubby said seminar one hour but its hours liao and belum kluar hahaha
I miss you @Laila_hassim. Should meet up as soon as I get the chance to go back to SG. ,positive,87,i miss you should meet up as soon as i get the chance to go back to sg
@occisraeli thanks. I am getting some great feedback on the words. Glad to see that they are helping more than just me! ,positive,120,thanks i am getting some great feedback on the words glad to see that they are helping more than just me
@foldinglaundry Your &quot;Brick Kiln&quot; link takes me to Car Max and a Nissan Quest van??  ,positive,95,your quotbrick kilnquot link takes me to car max and a nissan quest van
Raymond The Tennis Freak! :p: Tennis Training  http://bit.ly/I097d,positive,66,raymond the tennis freak p tennis training
Is Watching Twilight and missing my love ,negative,41,is watching twilight and missing my love
...clarks is where we got caught ,negative,33,clarks is where we got caught
Allergies suck more than a vaccume at a dirt convention ,negative,56,allergies suck more than a vaccume at a dirt convention
but roberta or whatev is hotter and stuff :p  Doctorrrrr who tonight ,positive,69,but roberta or whatev is hotter and stuff p doctorrrrr who tonight
doubt that i will ever get around to playing guitar properly since i am super shit at it ,negative,89,doubt that i will ever get around to playing guitar properly since i am super shit at it
@EShep08 Thanks!  Oh I'm excited!  Can't wait till the end of the day!  ,positive,72,thanks oh im excited cant wait till the end of the day
http://twitpic.com/7mmwz - What I'm slowly crawling towards ,negative,60,what im slowly crawling towards
there's an article in the newspaper of my performance sunday! check it out! www.myspace.com/kellyonlinemusic pictures! ,positive,119,theres an article in the newspaper of my performance sunday check it out pictures
@JonjayNails hi up there ,positive,25,hi up there
@stevekmccoy why? ,positive,18,why
Suntanning in the car ,positive,22,suntanning in the car
@alisonkent It's not just yours. Seems to be a twitpic problem. ,negative,64,its not just yours seems to be a twitpic problem
